name,brand,sizes,skus,originalPrice,promotionalPrice,discountPercentage,discountAmount
NEUE WAVE SLIDE - Bikini top - jade,Seafolly,"6, 10, 12","S1981J0G6-M110006000, S1981J0G6-M110010000, S1981J0G6-M110012000",89.99,63.0,30.0,26.989999999999995
HEAVY TERRY GARMENT DYE CREWNECK - Sweatshirt - pink,Urban Classics,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL","UR621J05V-J1100XS000, UR621J05V-J11000S000, UR621J05V-J11000M000, UR621J05V-J11000L000, UR621J05V-J1100XL000, UR621J05V-J110XXL000, UR621J05V-J1103XL000, UR621J05V-J1104XL000, UR621J05V-J1105XL000",55.0,55.0,0.0,0.0
Button-down blouse - black,Urban Classics,"XS, S, M, L, XL, 3XL, 4XL, 5XL","UR621E029-Q1100XS000, UR621E029-Q11000S000, UR621E029-Q11000M000, UR621E029-Q11000L000, UR621E029-Q1100XL000, UR621E029-Q1103XL000, UR621E029-Q1104XL000, UR621E029-Q1105XL000",35.0,35.0,0.0,0.0
SLEEVELESS - Top - beige,Massimo Dutti,"S, M, L","M3I21D0O0-B11000S000, M3I21D0O0-B11000M000, M3I21D0O0-B11000L000",49.95,49.95,0.0,0.0
LONGSLEEVE ROUNDNECK - Jumper - dusty field,Marc O'Polo,"XXS, XS, S, M, L, XL","MA321I1BK-B110XXS000, MA321I1BK-B1100XS000, MA321I1BK-B11000S000, MA321I1BK-B11000M000, MA321I1BK-B11000L000, MA321I1BK-B1100XL000",134.99,134.99,0.0,0.0
EMBOSSED GRAPHIC - Hoodie - rice white,Superdry,12,SU221J20N-E110012000,54.99,54.99,0.0,0.0
LONG SLEEVE WITH EXPOSED SHOULDERS - Jumper - black,Massimo Dutti,"S, L","M3I21I0X8-Q11000S000, M3I21I0X8-Q11000L000",59.95,59.95,0.0,0.0
LONG SLEEVE  - Cocktail dress / Party dress - black,Superdry,"6, 8, 10, 12, 14, 16","SU221C0T8-Q110006000, SU221C0T8-Q110008000, SU221C0T8-Q110010000, SU221C0T8-Q110012000, SU221C0T8-Q110014000, SU221C0T8-Q110016000",59.99,59.99,0.0,0.0
ESSENTIAL LOGO STRIPED - Print T-shirt - bison black stripe,Superdry,"8, 10, 12, 14, 16","SU221D2NV-O110008000, SU221D2NV-O110010000, SU221D2NV-O110012000, SU221D2NV-O110014000, SU221D2NV-O110016000",19.99,19.99,0.0,0.0
DROOPY - Hoodie - eggshell,Homeboy,"S, M, L, XL","H1421000H-A11000S000, H1421000H-A11000M000, H1421000H-A11000L000, H1421000H-A1100XL000",100.0,100.0,0.0,0.0
BLUEBELLBBADITIA DRESS - Shift dress - black,Bruuns Bazaar,"XS, S, M","BR321C0H1-Q1100XS000, BR321C0H1-Q11000S000, BR321C0H1-Q11000M000",119.99,84.0,30.0,35.989999999999995
ARROW  - Windbreaker - palepink/whitesand,Urban Classics,"L, 3XL, 4XL, 5XL","UR621G02N-G11000L000, UR621G02N-G1103XL000, UR621G02N-G1104XL000, UR621G02N-G1105XL000",40.0,40.0,0.0,0.0
TECH SOLID - Sports T-shirt - castlerock/black,Under Armour,"XS, S, M, L","UN241D0PS-C1100XS000, UN241D0PS-C11000S000, UN241D0PS-C11000M000, UN241D0PS-C11000L000",24.99,22.0,12.0,2.9899999999999984
PRO THE 93 WIN - Bikini bottoms - anthracite,Roxy,"XS, S, M, L, XL, XXL","RO581H044-Q1100XS000, RO581H044-Q11000S000, RO581H044-Q11000M000, RO581H044-Q11000L000, RO581H044-Q1100XL000, RO581H044-Q110XXL000",49.99,37.0,26.0,12.990000000000002
Print T-shirt - black,Even&Odd,"XS, S, M, XL","EV421D2E7-Q1100XS000, EV421D2E7-Q11000S000, EV421D2E7-Q11000M000, EV421D2E7-Q1100XL000",16.99,9.0,47.0,7.989999999999998
SLIT DETAIL MIDI - Day dress - ck black,Calvin Klein,"XXS, XS, S, M, L, XL, XXL","6CA21C0C0-Q110XXS000, 6CA21C0C0-Q1100XS000, 6CA21C0C0-Q11000S000, 6CA21C0C0-Q11000M000, 6CA21C0C0-Q11000L000, 6CA21C0C0-Q1100XL000, 6CA21C0C0-Q110XXL000",114.99,114.99,0.0,0.0
LADIES HOODY - Hoodie - pale pink,Urban Classics,"XS, S, M, L, XL, XXL, 4XL","UR621J04W-J1100XS000, UR621J04W-J11000S000, UR621J04W-J11000M000, UR621J04W-J11000L000, UR621J04W-J1100XL000, UR621J04W-J110XXL000, UR621J04W-J1104XL000",35.0,35.0,0.0,0.0
Blouse - avorio,TWINSET,"8, 12, 14","TW321E04X-B110040000, TW321E04X-B110044000, TW321E04X-B110046000",229.99,229.99,0.0,0.0
ACE DEEP V TANK - Top - night sky,Björn Borg,"L, XL, XXL","BJ241D0IV-K11000L000, BJ241D0IV-K1100XL000, BJ241D0IV-K110XXL000",35.99,32.0,11.0,3.990000000000002
SD CLASSICS TS CHEEKY - Bikini bottoms - pink,Roxy,"S, M, L, XL, XXL","RO581I0D3-J11000S000, RO581I0D3-J11000M000, RO581I0D3-J11000L000, RO581I0D3-J1100XL000, RO581I0D3-J110XXL000",21.99,21.99,0.0,0.0
BOATNECK - Jumper - sand,Massimo Dutti,"XS, S, M, L","M3I21J04M-B1100XS000, M3I21J04M-B11000S000, M3I21J04M-B11000M000, M3I21J04M-B11000L000",69.95,69.95,0.0,0.0
STRIPED - Button-down blouse - white,Massimo Dutti,"XS, S, M, L","M3I21E1KJ-A1100XS000, M3I21E1KJ-A11000S000, M3I21E1KJ-A11000M000, M3I21E1KJ-A11000L000",89.95,89.95,0.0,0.0
RUNNING - Leggings - black beauty,Björn Borg,"XS, S, L, XXL","BJ241E0HQ-Q1100XS000, BJ241E0HQ-Q11000S000, BJ241E0HQ-Q11000L000, BJ241E0HQ-Q110XXL000",69.99,49.0,30.0,20.989999999999995
ONLPOSH TINT - Flared Jeans - light blue denim,ONLY,"25x32, 26x32, 27x32, 28x32, 29x32, 30x32, 31x32, 32x32","ON321N2AF-K110XXS032, ON321N2AF-K1100XS032, ON321N2AF-K11000S032, ON321N2AF-K11000M032, ON321N2AF-K11000L032, ON321N2AF-K1100XL032, ON321N2AF-K110XXL032, ON321N2AF-K1103XL032",44.99,44.99,0.0,0.0
Cardigan - light blue,Even&Odd,"XS, S, M, L, XL, XXL, 3XL","EV421I0II-K1100XS000, EV421I0II-K11000S000, EV421I0II-K11000M000, EV421I0II-K11000L000, EV421I0II-K1100XL000, EV421I0II-K1102XL000, EV421I0II-K1103XL000",31.99,29.0,9.0,2.9899999999999984
Top - mottled green,RVCA,S,RV421I01N-M11000S000,35.0,24.5,30.0,10.5
RETRO GLITTER LOGO - Hoodie - vintage blush pink,Superdry,"8, 10, 12, 14, 16","SU221J21L-J110008000, SU221J21L-J110010000, SU221J21L-J110012000, SU221J21L-J110014000, SU221J21L-J110016000",54.99,54.99,0.0,0.0
CREW - Sweatshirt - semi blue,adidas Originals,"4/6 (XS), 8/10 (S), 12/14 (M), 16/18 (L), 20/22 (XL)","AD121J1HS-K1100XS000, AD121J1HS-K11000S000, AD121J1HS-K11000M000, AD121J1HS-K11000L000, AD121J1HS-K1100XL000",44.95,44.95,0.0,0.0
SD CLASSICS TIKI ELONGAT - Bikini top - anthracite,Roxy,"M, L, XL","RO581J0CG-Q11000M000, RO581J0CG-Q11000L000, RO581J0CG-Q1100XL000",27.0,27.0,0.0,0.0
Bikini top - dark green,Tory Burch,"XS, S, M, XL","T0781J00A-M1100XS000, T0781J00A-M11000S000, T0781J00A-M11000M000, T0781J00A-M1100XL000",105.0,63.0,40.0,42.0
Jumper - blanc,Superdry,"M, L, XL","SU221I0K5-A11000M000, SU221I0K5-A11000L000, SU221I0K5-A1100XL000",49.99,49.99,0.0,0.0
HOT - Denim shorts - wolcott black stone,Superdry,"25, 27, 29","SU221S092-Q110025000, SU221S092-Q110027000, SU221S092-Q110029000",44.99,44.99,0.0,0.0
LONG SLEEVE CARDIGAN - Cardigan - dark indigo,Polo Ralph Lauren,"XXS, XS, S, M","PO221I0II-K110XXS000, PO221I0II-K1100XS000, PO221I0II-K11000S000, PO221I0II-K11000M000",550.0,385.0,30.0,165.0
INSET CYCLE  - Shorts - black,Urban Classics,"XS, S, M","UR621S01K-Q1100XS000, UR621S01K-Q11000S000, UR621S01K-Q11000M000",35.0,35.0,0.0,0.0
ONLIRIS THALIA LIFE STRAP MIDI DRESS - Cocktail dress / Party dress - cloud dancer/black,ONLY,"XXS, XS, S, M, L, XL, XXL, 3XL","ON321C3LQ-A110XXS000, ON321C3LQ-A1100XS000, ON321C3LQ-A11000S000, ON321C3LQ-A11000M000, ON321C3LQ-A11000L000, ON321C3LQ-A1100XL000, ON321C3LQ-A110XXL000, ON321C3LQ-A1103XL000",35.99,35.99,0.0,0.0
VMSVEA O NECK DRESS - Shift dress - medium grey melange,Vero Moda,"L, XL, XXL, 3XL","VE121C1UF-C11000L000, VE121C1UF-C1100XL000, VE121C1UF-C110XXL000, VE121C1UF-C1103XL000",43.99,43.99,0.0,0.0
MONOTYPE PIECE - Swimsuit - primary red,Tommy Hilfiger,"XS, S, M, L, XL","TO181G037-G1100XS000, TO181G037-G11000S000, TO181G037-G11000M000, TO181G037-G11000L000, TO181G037-G1100XL000",84.99,64.0,25.0,20.989999999999995
ONLKIM  - Top - beige/black,ONLY,"XXS, XS, S, M, L, XL, XXL, 3XL","ON321D3O6-B110XXS000, ON321D3O6-B1100XS000, ON321D3O6-B11000S000, ON321D3O6-B11000M000, ON321D3O6-B11000L000, ON321D3O6-B1100XL000, ON321D3O6-B110XXL000, ON321D3O6-B1103XL000",18.99,17.0,10.0,1.9899999999999984
Swimsuit - royal blue bright royal,adidas Performance,"2, 4, 6, 8, 10, 12, 14, 16, 18","AD581E004-K170028000, AD581E004-K170030000, AD581E004-K170032000, AD581E004-K170034000, AD581E004-K170036000, AD581E004-K170038000, AD581E004-K170040000, AD581E004-K170042000, AD581E004-K170044000",34.95,34.95,0.0,0.0
CLASSIC CREWNECK 2 PACK - Basic T-shirt - white/black,Champion,"XS, S, M, XL","C7641D07G-A1100XS000, C7641D07G-A11000S000, C7641D07G-A11000M000, C7641D07G-A1100XL000",26.99,26.99,0.0,0.0
2 PACK - Leggings - Trousers - black / dark blue,Anna Field MAMA,"XS, S, M, L, XL","EX429C004-Q1100XS000, EX429C004-Q11000S000, EX429C004-Q11000M000, EX429C004-Q11000L000, EX429C004-Q1100XL000",16.99,16.99,0.0,0.0
LADIES HOODED PUFFER JACKET - Winter jacket - black,Urban Classics,"XS, S, M, L, XL","UR621U002-Q1100XS000, UR621U002-Q11000S000, UR621U002-Q11000M000, UR621U002-Q11000L000, UR621U002-Q1100XL000",75.0,75.0,0.0,0.0
ESSENTIAL LOGO STRIPED RACER - Top - rich blue stripe,Superdry,"10, 14","SU221D2NI-K110010000, SU221D2NI-K110014000",17.99,17.99,0.0,0.0
OAJI - Basic T-shirt - white,MUNTHE,"6, 8, 10, 12, 14","MUO21D00M-A110034000, MUO21D00M-A110036000, MUO21D00M-A110038000, MUO21D00M-A110040000, MUO21D00M-A110042000",105.0,105.0,0.0,0.0
Print T-shirt - dark green,Even&Odd Curvy,"18, 20, 22, 24","EVB21D06Q-M110046000, EVB21D06Q-M110048000, EVB21D06Q-M110050000, EVB21D06Q-M110052000",19.99,19.99,0.0,0.0
Day dress - multi-coloured,Even&Odd,"XS, S, L","EV421C1FL-T1100XS000, EV421C1FL-T11000S000, EV421C1FL-T11000L000",29.99,29.99,0.0,0.0
CK TANK - Top - bright white,Calvin Klein Jeans,"XXS, XS, XL, XXL, 3XL","C1821D0O5-A110XXS000, C1821D0O5-A1100XS000, C1821D0O5-A1100XL000, C1821D0O5-A110XXL000, C1821D0O5-A1103XL000",29.99,29.99,0.0,0.0
SOL SEARCHER ARUBA - Bikini bottoms - black pebble,Billabong,"XS, S, L","BI781I0F4-Q1100XS000, BI781I0F4-Q11000S000, BI781I0F4-Q11000L000",31.99,31.99,0.0,0.0
PHLOXBBGALATHEA DRESS - Day dress - beige/grey,Bruuns Bazaar,"6, 8, 10, 12, 14, 16","BR321C0G7-B110034000, BR321C0G7-B110036000, BR321C0G7-B110038000, BR321C0G7-B110040000, BR321C0G7-B110042000, BR321C0G7-B110044000",119.99,84.0,30.0,35.989999999999995
Jumper - dark blue,Anna Field,"XS, S, M, L, XL","AN621D1EC-K1100XS000, AN621D1EC-K11000S000, AN621D1EC-K11000M000, AN621D1EC-K11000L000, AN621D1EC-K1100XL000",22.99,21.0,9.0,1.9899999999999984
SHORTSLEEVE ROUNDNECK TURN-UP SLEEVE - Basic T-shirt - egg white,Marc O'Polo DENIM,XL,OP521D05U-A1300XL000,34.99,31.0,11.0,3.990000000000002
BAIR AFTERNOON - Bootcut jeans - dark blue,7 for all mankind,"23, 24, 25, 26, 27, 28, 29, 30, 31, 32","7F121N16I-K110023000, 7F121N16I-K110024000, 7F121N16I-K110025000, 7F121N16I-K110026000, 7F121N16I-K110027000, 7F121N16I-K110028000, 7F121N16I-K110029000, 7F121N16I-K110030000, 7F121N16I-K110031000, 7F121N16I-K110032000",174.99,174.99,0.0,0.0
TROPICAL FLORAL - Swimsuit - multi-coloured,Lauren Ralph Lauren,"10, 12, 14, 18","L4281G02B-T110006000, L4281G02B-T110008000, L4281G02B-T110010000, L4281G02B-T110014000",209.99,147.0,30.0,62.99000000000001
NEW ALISA - Hoodie - jet black,Guess,"XS, S, M, L, XL","GU141G02K-Q1100XS000, GU141G02K-Q11000S000, GU141G02K-Q11000M000, GU141G02K-Q11000L000, GU141G02K-Q1100XL000",74.99,74.99,0.0,0.0
FULL LENGTH - Straight leg jeans - telesto wash,Polo Ralph Lauren,"25xR, 27xR, 28xR, 29xR, 31xR, 33xR","PO221N06A-C11002500R, PO221N06A-C11002700R, PO221N06A-C11002800R, PO221N06A-C11002900R, PO221N06A-C11003100R, PO221N06A-C11003300R",220.0,165.0,25.0,55.0
CLAVELITOS - Day dress - white,Desigual,"10, 12, 14","DE121C19Z-A11000S000, DE121C19Z-A11000M000, DE121C19Z-A11000L000",84.99,84.99,0.0,0.0
BLEND V-NECK  - Jumper - mottled dark grey,Massimo Dutti,"XS, S, M, L, XL","M3I21I0TH-C1100XS000, M3I21I0TH-C11000S000, M3I21I0TH-C11000M000, M3I21I0TH-C11000L000, M3I21I0TH-C1100XL000",49.95,49.95,0.0,0.0
CROPPED - Jumper - blue,Coach,"S, M, L","COH21J00X-K11000S000, COH21J00X-K11000M000, COH21J00X-K11000L000",249.99,137.0,45.0,112.99000000000001
VINTAGE HIGH RISE  - Jeans Skinny Fit - black rinse,Superdry,"24, 25, 26, 27, 28, 29, 30, 32, 34","SU221N04P-Q120024000, SU221N04P-Q120025000, SU221N04P-Q120026000, SU221N04P-Q120027000, SU221N04P-Q120028000, SU221N04P-Q120029000, SU221N04P-Q120030000, SU221N04P-Q120032000, SU221N04P-Q120034000",64.99,64.99,0.0,0.0
FLAG HOODIE - Sweatshirt - ancient white,Tommy Jeans,"4, 6, 8, 10, 12, 14","TOB21J0FO-A110XXS000, TOB21J0FO-A1100XS000, TOB21J0FO-A11000S000, TOB21J0FO-A11000M000, TOB21J0FO-A11000L000, TOB21J0FO-A1100XL000",69.99,69.99,0.0,0.0
SOFT MEMORIES - Maxi dress - blue,Roxy,"XS, S, M, L, XL, XXL","RO521C09I-K1100XS000, RO521C09I-K11000S000, RO521C09I-K11000M000, RO521C09I-K11000L000, RO521C09I-K1100XL000, RO521C09I-K110XXL000",65.0,45.5,30.0,19.5
ONLCUBA LIFE PAPERBAG DNM NOOS - Denim shorts - grey denim,ONLY,"XS, S, M","ON321S0AP-C1100XS000, ON321S0AP-C11000S000, ON321S0AP-C11000M000",25.99,25.99,0.0,0.0
LADIES SHORT OVERSIZED SATIN BOMBER JACKET - Bomber Jacket - black,Urban Classics,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL","UR621U01B-Q1100XS000, UR621U01B-Q11000S000, UR621U01B-Q11000M000, UR621U01B-Q11000L000, UR621U01B-Q1100XL000, UR621U01B-Q110XXL000, UR621U01B-Q1103XL000, UR621U01B-Q1104XL000, UR621U01B-Q1105XL000",75.0,75.0,0.0,0.0
WIMBLEDON GRAPHIC JERSEY TEE - Print T-shirt - spring heather,Polo Ralph Lauren,"XXS, XS, XL","PO221D0GW-C110XXS000, PO221D0GW-C1100XS000, PO221D0GW-C1100XL000",85.0,85.0,0.0,0.0
Long sleeved top - star blue,Nike Sportswear,"XS, S, M, L, XL, XXL","NI121D0UC-K1100XS000, NI121D0UC-K11000S000, NI121D0UC-K11000M000, NI121D0UC-K11000L000, NI121D0UC-K1100XL000, NI121D0UC-K1102XL000",49.99,45.0,10.0,4.990000000000002
ORIGINAL TRUCKER - Denim jacket - maybe blue trucker,Levi's®,"XS, S, M, L","LE221G01B-K1900XS000, LE221G01B-K19000S000, LE221G01B-K19000M000, LE221G01B-K19000L000",119.99,119.99,0.0,0.0
ATHLETIC LOOSE CROP CREW  - Sweatshirt - grey marl,Superdry,"8, 10, 12, 14, 16","SU221J223-C110008000, SU221J223-C110010000, SU221J223-C110012000, SU221J223-C110014000, SU221J223-C110016000",44.99,44.99,0.0,0.0
Button-down blouse - wildviolet black,Urban Classics,"XS, S, M, L, XL, 3XL, 4XL, 5XL","UR621E001-I1100XS000, UR621E001-I11000S000, UR621E001-I11000M000, UR621E001-I11000L000, UR621E001-I1100XL000, UR621E001-I1103XL000, UR621E001-I1104XL000, UR621E001-I1105XL000",40.0,40.0,0.0,0.0
ONLVALERIE MW MINI CARGO SKIRT PNT - Mini skirt - kalamata,ONLY,"XS, S, M, XXL, 3XL","ON321B17R-N1100XS000, ON321B17R-N11000S000, ON321B17R-N11000M000, ON321B17R-N110XXL000, ON321B17R-N1103XL000",25.99,25.99,0.0,0.0
EMERSON WIDE STRAP SKORT - Day dress - brilliant white,Abercrombie & Fitch,"L, XL, XXL","A0F21C0G5-C11000L000, A0F21C0G5-C1100XL000, A0F21C0G5-C110XXL000",59.99,59.99,0.0,0.0
VMCHARLOTTE SEQUEN SLEEVES  - Cocktail dress / Party dress - sea moss,Vero Moda,"XXS, XS, S, XXL","VE121C3XU-M110XXS000, VE121C3XU-M1100XS000, VE121C3XU-M11000S000, VE121C3XU-M110XXL000",37.99,37.99,0.0,0.0
ONLNEWDOLLY PUFFER - Winter jacket - moonstruck,ONLY,"XL, XXL, 3XL","ON321U141-B1100XL000, ON321U141-B110XXL000, ON321U141-B1103XL000",54.99,54.99,0.0,0.0
Cocktail dress / Party dress - blue,Anna Field,"XS, S, M, L, XL","AN621C1ZK-K1100XS000, AN621C1ZK-K11000S000, AN621C1ZK-K11000M000, AN621C1ZK-K11000L000, AN621C1ZK-K1100XL000",33.99,31.0,9.0,2.990000000000002
5 POCKET MID WAIST SLIM FIT LENGTH - Cargo trousers - black,Marc O'Polo,"25x32, 26x30, 26x32, 27x30, 28x30, 28x34, 29x30, 30x34, 31x30, 31x34, 32x30, 32x34, 33x32, 34x34, 35x30, 35x32, 35x34","MA321A0S7-Q110025032, MA321A0S7-Q110026030, MA321A0S7-Q110026032, MA321A0S7-Q110027030, MA321A0S7-Q110028030, MA321A0S7-Q110028034, MA321A0S7-Q110029030, MA321A0S7-Q110030034, MA321A0S7-Q110031030, MA321A0S7-Q110031034, MA321A0S7-Q110032030, MA321A0S7-Q110032034, MA321A0S7-Q110033032, MA321A0S7-Q110034034, MA321A0S7-Q110035030, MA321A0S7-Q110035032, MA321A0S7-Q110035034",144.99,94.0,35.0,50.99000000000001
VMLEFILE BOXY - Jumper - birch melange,Vero Moda,"XS, S, M, L, XL","VE121I223-A1100XS000, VE121I223-A11000S000, VE121I223-A11000M000, VE121I223-A11000L000, VE121I223-A1100XL000",32.99,32.99,0.0,0.0
PRINTED - SIDE - Bikini bottoms - blue,Roxy,"L, XL","RO581I0DG-K11000L000, RO581I0DG-K1100XL000",35.0,35.0,0.0,0.0
OLIVIA MOTO JACKET - Faux leather jacket - schwarz,Guess,"XS, S, M","GU121G0HX-Q1100XS000, GU121G0HX-Q11000S000, GU121G0HX-Q11000M000",154.99,116.0,25.0,38.99000000000001
STRIPED WITH A CREW NECK - Waistcoat - dark blue,Massimo Dutti,"S, M","M3I21I0V5-K11000S000, M3I21I0V5-K11000M000",89.95,89.95,0.0,0.0
KATIE  - Polo shirt - navy,Calvin Klein Golf,"XS, S, XL","CK441D00R-K1100XS000, CK441D00R-K11000S000, CK441D00R-K1100XL000",39.99,39.99,0.0,0.0
STRAIGHT LEG  - Tracksuit bottoms - concrete,Urban Classics,"34, 36, 38, 40, 42, 44, 46, 48, 50","UR621A06X-N110034000, UR621A06X-N110036000, UR621A06X-N110038000, UR621A06X-N110040000, UR621A06X-N110042000, UR621A06X-N110044000, UR621A06X-N110046000, UR621A06X-N110048000, UR621A06X-N110050000",65.0,65.0,0.0,0.0
HEART INTO IT  - Leggings - light blue,Roxy,"XS, S, M, L, XL","RO541E08P-K1100XS000, RO541E08P-K11000S000, RO541E08P-K11000M000, RO541E08P-K11000L000, RO541E08P-K1100XL000",50.0,35.0,30.0,15.0
UNISEX - Shirt - black,YOURTURN,"3XL, 4XL, 5XL, 6XL","YO12100LS-Q1103XL000, YO12100LS-Q1104XL000, YO12100LS-Q1105XL000, YO12100LS-Q1106XL000",23.99,22.0,8.0,1.9899999999999984
DAMEN CHECKED  - Leggings - Trousers - black lightasphalt,Urban Classics,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL","UR621A076-Q1100XS000, UR621A076-Q11000S000, UR621A076-Q11000M000, UR621A076-Q11000L000, UR621A076-Q1100XL000, UR621A076-Q110XXL000, UR621A076-Q1103XL000, UR621A076-Q1104XL000, UR621A076-Q1105XL000",35.0,35.0,0.0,0.0
V NECK  - Jumper - vibe pink marl,Superdry,8,SU221I0K1-T110008000,59.99,59.99,0.0,0.0
ONLNELLA HALF ZIP DRESS - Jersey dress - black,ONLY,"XXS, XS, S, M, L, XL, 3XL","ON321C3MP-Q110XXS000, ON321C3MP-Q1100XS000, ON321C3MP-Q11000S000, ON321C3MP-Q11000M000, ON321C3MP-Q11000L000, ON321C3MP-Q1100XL000, ON321C3MP-Q1103XL000",30.99,30.99,0.0,0.0
Tracksuit bottoms - schwarz,Under Armour,"XS, S, M, L, XL","UN241E0TH-Q1100XS000, UN241E0TH-Q11000S000, UN241E0TH-Q11000M000, UN241E0TH-Q11000L000, UN241E0TH-Q1100XL000",50.0,50.0,0.0,0.0
ESSENTIALS - Hoodie - medium grey heather   grey,adidas Sportswear,"XS, S, M, L, XL","ADQ41G01K-C1100XS000, ADQ41G01K-C11000S000, ADQ41G01K-C11000M000, ADQ41G01K-C11000L000, ADQ41G01K-C1100XL000",49.99,35.0,0.0,14.990000000000002
Straight leg jeans - blue denim,Massimo Dutti,"8, 10, 12, 14, 16","M3I21N0B9-K110036000, M3I21N0B9-K110038000, M3I21N0B9-K110040000, M3I21N0B9-K110042000, M3I21N0B9-K110044000",59.95,59.95,0.0,0.0
VMCHILI SHORT DRESS - Jersey dress - silver lining,Vero Moda,"XS, S, M, L, XL, XXL, 3XL","VE121C47I-A1100XS000, VE121C47I-A11000S000, VE121C47I-A11000M000, VE121C47I-A11000L000, VE121C47I-A1100XL000, VE121C47I-A110XXL000, VE121C47I-A1103XL000",35.99,35.99,0.0,0.0
LONG SLEEVE MUSCLE FIT SPORTS TOP UNISEX - Long sleeved top - white,YOURTURN,"M, L, XL, XXL","YO121018U-A11000M000, YO121018U-A11000L000, YO121018U-A1100XL000, YO121018U-A110XXL000",19.99,18.0,10.0,1.9899999999999984
UNISEX - Hoodie - black,YOURTURN,"XXS, XS, S, L, XL, XXL","YO12100TH-Q110XXS000, YO12100TH-Q1100XS000, YO12100TH-Q11000S000, YO12100TH-Q11000L000, YO12100TH-Q1100XL000, YO12100TH-Q110XXL000",27.99,14.0,50.0,13.989999999999998
ESSENTIAL CREW - Sweatshirt - mod gray light heather,Under Armour,"XS, S, M, L, XL","UN241G09N-C1100XS000, UN241G09N-C1100SM000, UN241G09N-C1100MD000, UN241G09N-C1100LG000, UN241G09N-C1100XL000",60.0,60.0,0.0,0.0
MOONRISE  - Fleece jacket - night blue,Jack Wolfskin,"XS, S, M, L, XL","JA441G03F-K1100XS000, JA441G03F-K11000S000, JA441G03F-K11000M000, JA441G03F-K11000L000, JA441G03F-K1100XL000",79.99,79.99,0.0,0.0
ESSENTIAL  - Sweatshirt - richest navy,Superdry,10,SU221J219-K110010000,34.99,34.99,0.0,0.0
FEBISAN - Jumper - beige/off-white,BOSS,"XS, S, M, L, XL, XXL","BB121I095-T1200XS000, BB121I095-T12000S000, BB121I095-T12000M000, BB121I095-T12000L000, BB121I095-T1200XL000, BB121I095-T120XXL000",149.99,149.99,0.0,0.0
Day dress - marina/white,ONLY,"XXS, M, L, 3XL","ON321C38R-K110XXS000, ON321C38R-K11000M000, ON321C38R-K11000L000, ON321C38R-K1103XL000",34.99,34.99,0.0,0.0
Top - dynamic yellow,Patrizia Pepe,"8, 10, 12, 14","P1421D0AF-E110000000, P1421D0AF-E110001000, P1421D0AF-E110002000, P1421D0AF-E110003000",194.99,127.0,35.0,67.99000000000001
Long sleeved top - khaki,Anna Field,"XS, S, M, L, XL","AN621D1BP-N1100XS000, AN621D1BP-N11000S000, AN621D1BP-N11000M000, AN621D1BP-N11000L000, AN621D1BP-N1100XL000",19.99,19.99,0.0,0.0
SLIM TANK - Top - blue spell,Tommy Hilfiger,"XXS, M, L, XL, XXL","TO121D12W-K120XXS000, TO121D12W-K12000M000, TO121D12W-K12000L000, TO121D12W-K1200XL000, TO121D12W-K120XXL000",44.99,40.0,11.0,4.990000000000002
CARDIGAN LONGSLEEVE V NECK - Cardigan - shiny sky,Marc O'Polo,"XXS, XS, S, M, L","MA321I1BF-K110XXS000, MA321I1BF-K1100XS000, MA321I1BF-K11000S000, MA321I1BF-K11000M000, MA321I1BF-K11000L000",144.99,144.99,0.0,0.0
ULTIMATE TOUR HEAT.RDY MOCK - Long sleeved top - white,adidas Golf,"XS, S, M, L, XL","TA441M014-A1100XS000, TA441M014-A11000S000, TA441M014-A11000M000, TA441M014-A11000L000, TA441M014-A1100XL000",59.95,59.95,0.0,0.0
FARM RIO 3-STRIPES CLX PLUS SIZE - Swimsuit - bold blue   white,adidas Sportswear,"20-22, 24-26, 28-30, 32-34","ADQ81G00G-K11001X000, ADQ81G00G-K11002X000, ADQ81G00G-K11003X000, ADQ81G00G-K11004X000",44.95,44.95,0.0,0.0
Sports shorts - black/white+black,Urban Classics,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL","UR641E004-C1100XS000, UR641E004-C11000S000, UR641E004-C11000M000, UR641E004-C11000L000, UR641E004-C1100XL000, UR641E004-C110XXL000, UR641E004-C1103XL000, UR641E004-C1104XL000, UR641E004-C1105XL000",35.0,35.0,0.0,0.0
MAJI - Blouse - black,Baum und Pferdgarten,"4, 6, 8, 12, 16","BP421E03F-Q110032000, BP421E03F-Q110034000, BP421E03F-Q110036000, BP421E03F-Q110040000, BP421E03F-Q110044000",159.99,96.0,40.0,63.99000000000001
ENTRADA 22 TRAINING TOP - Sweatshirt - black,adidas Performance,"XXS, XS, S, M, L, XL, XXL","AD541D23N-Q110XXS000, AD541D23N-Q1100XS000, AD541D23N-Q11000S000, AD541D23N-Q11000M000, AD541D23N-Q11000L000, AD541D23N-Q1100XL000, AD541D23N-Q110XXL000",34.99,24.0,0.0,10.990000000000002
NJOLA - Tracksuit bottoms - open white,HUGO,"XS, S, M, L, XL","HU721A0GC-A1100XS000, HU721A0GC-A11000S000, HU721A0GC-A11000M000, HU721A0GC-A11000L000, HU721A0GC-A1100XL000",129.99,84.0,35.0,45.99000000000001
