name,brand,sizes,skus,originalPrice,promotionalPrice,discountPercentage,discountAmount
COLLECTIVE ZIP FRONT ONE PIECE - Swimsuit - black,Seafolly,"6, 8, 10, 12, 14, 16, 18","S1981G055-Q110006000, S1981G055-Q110008000, S1981G055-Q110010000, S1981G055-Q110012000, S1981G055-Q110014000, S1981G055-Q110016000, S1981G055-Q110018000",119.99,119.99,0.0,0.0
WITH DETAILS - Maxi skirt - white,Massimo Dutti,"M, L, XL","M3I21B0IZ-A11000M000, M3I21B0IZ-A11000L000, M3I21B0IZ-A1100XL000",99.95,99.95,0.0,0.0
ON ISLAND TIME ONE PIECE - Swimsuit - dried mango,Billabong,"XS, S, M, L, XL","BI781G03U-H1100XS000, BI781G03U-H11000S000, BI781G03U-H11000M000, BI781G03U-H11000L000, BI781G03U-H1100XL000",79.99,56.0,0.0,23.989999999999995
WITH TIE DETAIL - Cape - beige,Massimo Dutti,One Size,M3I21U0VM-B110ONE000,69.95,69.95,0.0,0.0
WHOLE HEARTED - Bikini top - mfg,Roxy,"S, L, XL, XXL","RO581N02Z-H12000S000, RO581N02Z-H12000L000, RO581N02Z-H1200XL000, RO581N02Z-H120XXL000",27.0,27.0,0.0,0.0
BIWALA - Blouse - black/white,BOSS,"6, 8, 10, 12, 14, 16, 18, 20","BB121E0J1-C110034000, BB121E0J1-C110036000, BB121E0J1-C110038000, BB121E0J1-C110040000, BB121E0J1-C110042000, BB121E0J1-C110044000, BB121E0J1-C110046000, BB121E0J1-C110048000",199.99,199.99,0.0,0.0
ASYMMETRIC STRAPPY   - Top - dark red,Massimo Dutti,"XS, S, M, L","M3I21D0P1-G1100XS000, M3I21D0P1-G11000S000, M3I21D0P1-G11000M000, M3I21D0P1-G11000L000",39.95,25.95,35.0,14.000000000000004
Jumper - dark blue,Anna Field,"XS, S, M, L, XL, XXL","AN621I0JP-K1100XS000, AN621I0JP-K11000S000, AN621I0JP-K11000M000, AN621I0JP-K11000L000, AN621I0JP-K1100XL000, AN621I0JP-K1102XL000",33.99,27.0,21.0,6.990000000000002
RINA CARDIGAN UNISEX - Cardigan - ecru,Holzweiler,"XS, L, XXL","HO0210021-M1100XS000, HO0210021-M11000L000, HO0210021-M110XXL000",195.0,117.0,40.0,78.0
GAME PIXEL - Shorts - multi-colored,Duarte Hajime,"XS, S, M, L, XL","DCE21S001-G1100XS000, DCE21S001-G11000S000, DCE21S001-G11000M000, DCE21S001-G11000L000, DCE21S001-G1100XL000",124.99,62.0,50.0,62.989999999999995
STUDIO STRAP TANK - Top - urban chic,Björn Borg,"XS, S, M, L, XL","BJ241D0IX-K1100XS000, BJ241D0IX-K11000S000, BJ241D0IX-K11000M000, BJ241D0IX-K11000L000, BJ241D0IX-K1100XL000",43.99,43.99,0.0,0.0
VMSANDRA SKINNY - Jeans Skinny Fit - medium blue denim,Vero Moda,"XXSx30, XXSx32, XXSx34, XSx32, XSx34, Sx34, Mx32, Mx34, Lx34, XLx30, XXLx32, XXLx34, 3XLx30, 3XLx32, 3XLx34","VE121N16T-K110XXS030, VE121N16T-K110XXS032, VE121N16T-K110XXS034, VE121N16T-K1100XS032, VE121N16T-K1100XS034, VE121N16T-K11000S034, VE121N16T-K11000M032, VE121N16T-K11000M034, VE121N16T-K11000L034, VE121N16T-K1100XL030, VE121N16T-K110XXL032, VE121N16T-K110XXL034, VE121N16T-K1103XL030, VE121N16T-K1103XL032, VE121N16T-K1103XL034",37.99,37.99,0.0,0.0
TRACK PANT - Tracksuit bottoms - clear sky,adidas Originals,"0/2 (XXS), 4/6 (XS), 8/10 (S), 12/14 (M), 16/18 (L), 20/22 (XL), 24/26 (XXL)","AD121A1I6-K1102XS000, AD121A1I6-K1100XS000, AD121A1I6-K11000S000, AD121A1I6-K11000M000, AD121A1I6-K11000L000, AD121A1I6-K1100XL000, AD121A1I6-K1102XL000",69.99,69.99,0.0,0.0
VMLILI  - Top - sand dollar,Vero Moda,"S, M, L, XL","VE121I2JL-B11000S000, VE121I2JL-B11000M000, VE121I2JL-B11000L000, VE121I2JL-B1100XL000",33.99,33.99,0.0,0.0
HZ CROP BLOCK - Sweatshirt - tangerine,Quiksilver,"XS, M, L, XL","QU121J02F-H1100XS000, QU121J02F-H11000M000, QU121J02F-H11000L000, QU121J02F-H1100XL000",60.0,30.0,0.0,30.0
ESSENTIAL LOGO  - Long sleeved top - richest navy glacier grey marl,Superdry,"8, 10, 12, 14","SU221D2K4-K120008000, SU221D2K4-K120010000, SU221D2K4-K120012000, SU221D2K4-K120014000",26.99,26.99,0.0,0.0
ALL ABOUT SOL ELONGATED - Bikini top - root beer all about sol mini,Roxy,"XS, S, M, L, XL","RO581J0EK-T1100XS000, RO581J0EK-T11000S000, RO581J0EK-T11000M000, RO581J0EK-T11000L000, RO581J0EK-T1100XL000",34.99,34.99,0.0,0.0
CIAO MIAU XIV - Winter coat - stormy blue,Navahoo,"XS, S, M, L, XL, XXL","NAP21U02X-K1100XS000, NAP21U02X-K11000S000, NAP21U02X-K11000M000, NAP21U02X-K11000L000, NAP21U02X-K1100XL000, NAP21U02X-K110XXL000",124.7,124.7,0.0,0.0
PARA  - Cargo trousers - black,Superdry,"28x32, 30x30, 30x32, 32x30, 32x32, 34x30, 34x32","SU221A0JZ-Q110028032, SU221A0JZ-Q110030030, SU221A0JZ-Q110030032, SU221A0JZ-Q110032030, SU221A0JZ-Q110032032, SU221A0JZ-Q110034030, SU221A0JZ-Q110034032",59.99,59.99,0.0,0.0
TEE - Basic T-shirt - preloved purple,adidas Originals,"0/2 (XXS), 4/6 (XS), 8/10 (S), 12/14 (M), 16/18 (L), 20/22 (XL), 24/26 (XXL)","AD121D1V0-I1102XS000, AD121D1V0-I1100XS000, AD121D1V0-I11000S000, AD121D1V0-I11000M000, AD121D1V0-I11000L000, AD121D1V0-I1100XL000, AD121D1V0-I1102XL000",24.99,24.99,0.0,0.0
Leggings - castlerock,Under Armour,"XS, S, M, L","UN241E0TG-C1100XS000, UN241E0TG-C1100SM000, UN241E0TG-C1100MD000, UN241E0TG-C1100LG000",75.0,37.97,49.0,37.03
KARL SIGNATURE - Print T-shirt - black,KARL LAGERFELD,"XS, S, M, L, XL","K4821D0DA-Q1100XS000, K4821D0DA-Q11000S000, K4821D0DA-Q11000M000, K4821D0DA-Q11000L000, K4821D0DA-Q1100XL000",84.99,84.99,0.0,0.0
ONLKARIN JACKET  - Summer jacket - kalamata detail/mermaide/rose smoke,ONLY,"XS, S, M, L, XL, XXL, 3XL","ON321G1SF-M1100XS000, ON321G1SF-M11000S000, ON321G1SF-M11000M000, ON321G1SF-M11000L000, ON321G1SF-M1100XL000, ON321G1SF-M110XXL000, ON321G1SF-M1103XL000",54.99,49.0,11.0,5.990000000000002
TRIM - Top - coral peach,Superdry,"XS/S, S/M","SU221D2HB-G1103XX000, SU221D2HB-G1100SM000",17.99,17.99,0.0,0.0
UNISEX - Sweatshirt - lilac,YOURTURN,"5XL, 6XL","YO12100KV-I1105XL000, YO12100KV-I1106XL000",27.99,25.0,11.0,2.9899999999999984
SHORT SLEEVE - Basic T-shirt - black,Massimo Dutti,"S, M, L, XL","M3I21D0NE-Q11000S000, M3I21D0NE-Q11000M000, M3I21D0NE-Q11000L000, M3I21D0NE-Q1100XL000",35.95,35.95,0.0,0.0
Print T-shirt - black,Anna Field,"XS, S, M","AN621D19P-Q1100XS000, AN621D19P-Q11000S000, AN621D19P-Q11000M000",23.99,19.0,21.0,4.989999999999998
CHILL - Shorts - golden brown,Billabong,"XS, S, M, L, XL","BI721S029-B1100XS000, BI721S029-B11000S000, BI721S029-B11000M000, BI721S029-B11000L000, BI721S029-B1100XL000",40.0,28.0,0.0,12.0
Basic T-shirt - cabana blue,GAP,"XXS, XS, S, M, L, XL, XXL","GP021D0RI-K110XXS000, GP021D0RI-K1100XS000, GP021D0RI-K11000S000, GP021D0RI-K11000M000, GP021D0RI-K11000L000, GP021D0RI-K1100XL000, GP021D0RI-K110XXL000",17.99,16.0,11.0,1.9899999999999984
LOCK  - Basic T-shirt - realviolet,Urban Classics,"XS, M, L, XL, XXL, 3XL, 4XL, 5XL","UR621D082-I1100XS000, UR621D082-I11000M000, UR621D082-I11000L000, UR621D082-I1100XL000, UR621D082-I110XXL000, UR621D082-I1103XL000, UR621D082-I1104XL000, UR621D082-I1105XL000",85.0,25.0,0.0,60.0
MIX - Jersey dress - desert sky,Tommy Hilfiger,"S, M, L, XL, XXL, 3XL","TO121C14L-K11000S000, TO121C14L-K11000M000, TO121C14L-K11000L000, TO121C14L-K1100XL000, TO121C14L-K110XXL000, TO121C14L-K1103XL000",129.99,129.99,0.0,0.0
2 PACK - Shorts - black/light blue,Even&Odd,"XS, S, M, L, XL, XXL, 3XL","EV421S04N-Q1200XS000, EV421S04N-Q12000S000, EV421S04N-Q12000M000, EV421S04N-Q12000L000, EV421S04N-Q1200XL000, EV421S04N-Q1202XL000, EV421S04N-Q1203XL000",20.99,20.99,0.0,0.0
VMJOSIE - Blouse - birch/hazel,Vero Moda Petite,"XXS, XS, M","VM021E0DY-A110XXS000, VM021E0DY-A110XSP000, VM021E0DY-A1100MP000",23.99,23.99,0.0,0.0
ONLJANET LIFE STRING DRESS - Maxi dress - autumn glaze,ONLY,"XXS, S, M, L, XL, XXL, 3XL","ON321C3MX-G110XXS000, ON321C3MX-G11000S000, ON321C3MX-G11000M000, ON321C3MX-G11000L000, ON321C3MX-G1100XL000, ON321C3MX-G110XXL000, ON321C3MX-G1103XL000",35.99,35.99,0.0,0.0
EMBROIDERED RACER - Top - brilliant white,Superdry,14,SU221D2OH-A110014000,19.99,15.99,20.0,3.9999999999999982
BOYFRIEND TEE - Basic T-shirt - horizonblue,Urban Classics,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL","UR621D05A-K1100XS000, UR621D05A-K11000S000, UR621D05A-K11000M000, UR621D05A-K11000L000, UR621D05A-K1100XL000, UR621D05A-K110XXL000, UR621D05A-K1103XL000, UR621D05A-K1104XL000, UR621D05A-K1105XL000",25.0,25.0,0.0,0.0
1981 CRYSTAL EASY TEE - Print T-shirt - jet black,Guess,"XS, S, M","GU121D1KO-Q1100XS000, GU121D1KO-Q11000S000, GU121D1KO-Q11000M000",34.99,34.99,0.0,0.0
Shift dress - mottled brown,Even&Odd Petite,"S, M, L","EVF21C03R-O11000S000, EVF21C03R-O11000M000, EVF21C03R-O11000L000",33.99,31.0,9.0,2.990000000000002
SIMONABBFONDA KNIT VEST - Basic T-shirt - cannoli cream,Bruuns Bazaar,"XS, S, XL","BR321I064-A1100XS000, BR321I064-A11000S000, BR321I064-A1100XL000",99.99,65.0,35.0,34.989999999999995
SLUB EMBROIDERED V-NECK  - Basic T-shirt - spiced coral,Superdry,"8, 10, 12, 14, 16","SU221D2GE-G140008000, SU221D2GE-G140010000, SU221D2GE-G140012000, SU221D2GE-G140014000, SU221D2GE-G140016000",19.99,19.99,0.0,0.0
ONLVIVA LIFE MAXI SKIRT - Maxi skirt - purple magic/ethnic rebel,ONLY,"XS, S, M, L, XL, XXL, 3XL","ON321B17O-I1100XS000, ON321B17O-I11000S000, ON321B17O-I11000M000, ON321B17O-I11000L000, ON321B17O-I1100XL000, ON321B17O-I110XXL000, ON321B17O-I1103XL000",30.99,30.99,0.0,0.0
LADIES LONG BACK SHAPED SPRAY DYE TEE - Basic T-shirt - burgundy,Urban Classics,"XS, S, M, L, XL","UR621D01M-G1100XS000, UR621D01M-G11000S000, UR621D01M-G11000M000, UR621D01M-G11000L000, UR621D01M-G1100XL000",25.0,25.0,0.0,0.0
Jersey dress - dark purple,Anna Field,"XS, S, M, XXL","AN621C1JG-I1200XS000, AN621C1JG-I12000S000, AN621C1JG-I12000M000, AN621C1JG-I120XXL000",29.99,29.99,0.0,0.0
MARGARITAS - Day dress - ultra blue,Desigual,"10, 12, 14","DE121C1A2-K11000S000, DE121C1A2-K11000M000, DE121C1A2-K11000L000",84.99,64.0,25.0,20.989999999999995
SLEEVELESS OPEN - Top - black,Massimo Dutti,"XS, S","M3I21E1G3-Q1100XS000, M3I21E1G3-Q11000S000",39.95,25.95,35.0,14.000000000000004
LIMITED EDITION- CREASED-EFFECT DARTED TECHNICAL - Trousers - camel,Massimo Dutti,"6, 10, 12","M3I21A12V-B110034000, M3I21A12V-B110038000, M3I21A12V-B110040000",149.0,149.0,0.0,0.0
T-REG- - Print T-shirt - white,Diesel,"XXS, XS, S, M, L, XL","DI121D0L3-A110XXS000, DI121D0L3-A1100XS000, DI121D0L3-A11000S000, DI121D0L3-A11000M000, DI121D0L3-A11000L000, DI121D0L3-A1100XL000",40.99,40.99,0.0,0.0
Button-down blouse - white,Massimo Dutti,"XS, S, M, L","M3I21E15T-A1100XS000, M3I21E15T-A11000S000, M3I21E15T-A11000M000, M3I21E15T-A11000L000",49.95,49.95,0.0,0.0
Long sleeved top - off-white,Anna Field MAMA,"XS, S, M, L, XL","EX429G072-A1100XS000, EX429G072-A11000S000, EX429G072-A11000M000, EX429G072-A11000L000, EX429G072-A1100XL000",20.99,19.0,9.0,1.9899999999999984
Print T-shirt - red,Anna Field,"XS, S, M, L, XL, XXL, 3XL","AN621D19L-G1100XS000, AN621D19L-G11000S000, AN621D19L-G11000M000, AN621D19L-G11000L000, AN621D19L-G1100XL000, AN621D19L-G1102XL000, AN621D19L-G1103XL000",20.99,11.0,48.0,9.989999999999998
LASH FEM LOOSE FIT - Basic T-shirt - black,G-Star,"XS, S, M, L","GS121D0LD-Q1100XS000, GS121D0LD-Q11000S000, GS121D0LD-Q11000M000, GS121D0LD-Q11000L000",29.99,29.99,0.0,0.0
UNISEX - Basic T-shirt - turquoise,YOURTURN,"XXS, S, M, L, XL, XXL","YO12100VI-L110XXS000, YO12100VI-L11000S000, YO12100VI-L11000M000, YO12100VI-L11000L000, YO12100VI-L1100XL000, YO12100VI-L110XXL000",12.99,12.99,0.0,0.0
Sweatshirt - black,Even&Odd,"18, 20, 22, XS, S, M, L, XL, XXL, 3XL","EV421J08U-Q110046000, EV421J08U-Q110048000, EV421J08U-Q110050000, EV421J08U-Q1100XS000, EV421J08U-Q11000S000, EV421J08U-Q11000M000, EV421J08U-Q11000L000, EV421J08U-Q1100XL000, EV421J08U-Q1102XL000, EV421J08U-Q1103XL000",20.99,18.0,14.0,2.9899999999999984
Long sleeved top - multi-coloured,Even&Odd,"XS, S, M","EV421D289-T1100XS000, EV421D289-T11000S000, EV421D289-T11000M000",23.99,22.0,8.0,1.9899999999999984
Jersey dress - red,Anna Field,"XS, S, M, L, XL","AN621C24B-G1100XS000, AN621C24B-G11000S000, AN621C24B-G11000M000, AN621C24B-G11000L000, AN621C24B-G1100XL000",33.99,31.0,9.0,2.990000000000002
Tracksuit bottoms - black,Anna Field MAMA,"XS, S, M, L, XL","EX429B00N-Q1100XS000, EX429B00N-Q11000S000, EX429B00N-Q11000M000, EX429B00N-Q11000L000, EX429B00N-Q1100XL000",16.99,14.0,18.0,2.9899999999999984
Print T-shirt - white,YOURTURN,"XS, S, M, L, XL, XXL, 5XL, 6XL","YO121002E-A1100XS000, YO121002E-A11000S000, YO121002E-A11000M000, YO121002E-A11000L000, YO121002E-A1100XL000, YO121002E-A110XXL000, YO121002E-A1105XL000, YO121002E-A1106XL000",14.99,13.0,13.0,1.9900000000000002
COLLECTIVE HYBRID BRALETTE - Bikini top - black,Seafolly,"6, 8, 10, 12, 14","S1981J0B4-Q110006000, S1981J0B4-Q110008000, S1981J0B4-Q110010000, S1981J0B4-Q110012000, S1981J0B4-Q110014000",54.99,38.0,31.0,16.990000000000002
COLLEGIAL BACK TEXT  - Sweatshirt - off-white,Even&Odd,"XS, M, XL","EV421J0F7-A1100XS000, EV421J0F7-A11000M000, EV421J0F7-A1100XL000",29.99,27.0,10.0,2.9899999999999984
REMOVABLE PADDED - Bikini top - jet black,Guess,"S, M, L, XL","GU181J057-Q11000S000, GU181J057-Q11000M000, GU181J057-Q11000L000, GU181J057-Q1100XL000",41.99,38.0,10.0,3.990000000000002
Bootcut jeans - black denim,Vero Moda,"XXSx30, XXSx32, XXSx34, XSx30, XSx32, XSx34, Sx32, Sx34, Mx30, Mx32, Mx34, Lx30, Lx32, Lx34, XLx32, XLx34, XXLx30, XXLx32, XXLx34, 3XLx30, 3XLx32, 3XLx34","VE121N15V-Q110XXS030, VE121N15V-Q110XXS032, VE121N15V-Q110XXS034, VE121N15V-Q1100XS030, VE121N15V-Q1100XS032, VE121N15V-Q1100XS034, VE121N15V-Q11000S032, VE121N15V-Q11000S034, VE121N15V-Q11000M030, VE121N15V-Q11000M032, VE121N15V-Q11000M034, VE121N15V-Q11000L030, VE121N15V-Q11000L032, VE121N15V-Q11000L034, VE121N15V-Q1100XL032, VE121N15V-Q1100XL034, VE121N15V-Q110XXL030, VE121N15V-Q110XXL032, VE121N15V-Q110XXL034, VE121N15V-Q1103XL030, VE121N15V-Q1103XL032, VE121N15V-Q1103XL034",37.99,37.99,0.0,0.0
BASHINAH - Button-down blouse - white,BOSS,"4, 6, 8, 10, 12, 14, 16, 18","BB121E0F6-A110032000, BB121E0F6-A110034000, BB121E0F6-A110036000, BB121E0F6-A110038000, BB121E0F6-A110040000, BB121E0F6-A110042000, BB121E0F6-A110044000, BB121E0F6-A110046000",159.0,159.0,0.0,0.0
VMEMILY GATHERING - Print T-shirt - black,Vero Moda,"XS, S, M, L, XL","VE121D287-Q1100XS000, VE121D287-Q11000S000, VE121D287-Q11000M000, VE121D287-Q11000L000, VE121D287-Q1100XL000",17.99,17.99,0.0,0.0
ONLKATINKA - Cargo trousers - black,ONLY,"XS, S, M, XL, 3XL","ON321A285-Q1100XS000, ON321A285-Q11000S000, ON321A285-Q11000M000, ON321A285-Q1100XL000, ON321A285-Q1103XL000",35.99,35.99,0.0,0.0
SOFT AOP - Leggings - Trousers - blackfloret,Urban Classics,"XS, S, M, XL, 3XL, 4XL, 5XL","UR621A05K-Q1200XS000, UR621A05K-Q12000S000, UR621A05K-Q12000M000, UR621A05K-Q1200XL000, UR621A05K-Q1203XL000, UR621A05K-Q1204XL000, UR621A05K-Q1205XL000",35.0,35.0,0.0,0.0
LONG SLEEVE DAY DRESS - Maxi dress - tuscan beige heather,Polo Ralph Lauren,"XXS, XS, S, L","PO221C0E6-B110XXS000, PO221C0E6-B1100XS000, PO221C0E6-B11000S000, PO221C0E6-B11000L000",265.0,172.0,35.0,93.0
Bomber Jacket - terracotta,Urban Classics,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL","UR621G03Z-O1100XS000, UR621G03Z-O11000S000, UR621G03Z-O11000M000, UR621G03Z-O11000L000, UR621G03Z-O1100XL000, UR621G03Z-O110XXL000, UR621G03Z-O1103XL000, UR621G03Z-O1104XL000, UR621G03Z-O1105XL000",85.0,85.0,0.0,0.0
W 3S BT SHO - Shorts - black/white,adidas Sportswear,"XXS, XS, S, M, L, XL, XXL","ADQ41E00A-Q110XXS000, ADQ41E00A-Q1100XS000, ADQ41E00A-Q11000S000, ADQ41E00A-Q11000M000, ADQ41E00A-Q11000L000, ADQ41E00A-Q1100XL000, ADQ41E00A-Q110XXL000",22.99,22.99,0.0,0.0
EMBROIDERY V NECK - Basic T-shirt - bright white,Calvin Klein Jeans,"XXS, XS, S, M, L, XL, XXL, 3XL","C1821D09Q-A110XXS000, C1821D09Q-A1100XS000, C1821D09Q-A11000S000, C1821D09Q-A11000M000, C1821D09Q-A11000L000, C1821D09Q-A1100XL000, C1821D09Q-A110XXL000, C1821D09Q-A1103XL000",39.99,28.0,30.0,11.990000000000002
ONLLIVE LOVE WRINKLE - Basic T-shirt - bleached mauve,ONLY,"XXS, XS, S, M, L, XL, XXL, 3XL","ON321D3RH-I110XXS000, ON321D3RH-I1100XS000, ON321D3RH-I11000S000, ON321D3RH-I11000M000, ON321D3RH-I11000L000, ON321D3RH-I1100XL000, ON321D3RH-I110XXL000, ON321D3RH-I1103XL000",17.99,17.99,0.0,0.0
OVERSIZED TEE - Basic T-shirt - black,Filippa K,"XS, S, M, L, XL","F1421D05S-Q1100XS000, F1421D05S-Q11000S000, F1421D05S-Q11000M000, F1421D05S-Q11000L000, F1421D05S-Q1100XL000",110.0,110.0,0.0,0.0
VMGILI DETAILED SINGLET DRESS  - Day dress - black,Vero Moda,"XS, S, M, L, XL, XXL","VE121C46W-Q1100XS000, VE121C46W-Q11000S000, VE121C46W-Q11000M000, VE121C46W-Q11000L000, VE121C46W-Q1100XL000, VE121C46W-Q110XXL000",37.99,37.99,0.0,0.0
CORAL GARDENERS WAVE TRIP - Swimsuit - black pebble,Billabong,"M, L, XL","BI781G03X-Q11000M000, BI781G03X-Q11000L000, BI781G03X-Q1100XL000",119.99,108.0,10.0,11.989999999999995
CARINA BATU  - Summer jacket - deep khaki green,AllSaints,"4, 8, 10","A0Q21G07B-N110004000, A0Q21G07B-N110008000, A0Q21G07B-N110010000",129.99,129.99,0.0,0.0
Button-down blouse - yellow,Massimo Dutti,"XS, S, M, L","M3I21E19U-E1100XS000, M3I21E19U-E11000S000, M3I21E19U-E11000M000, M3I21E19U-E11000L000",69.95,49.95,29.0,20.0
WIMBLEDON GRAPHIC JERSEY TEE - Print T-shirt - moss agate,Polo Ralph Lauren,"XXS, XS, S, M, XL, XXL","PO221D0GV-M110XXS000, PO221D0GV-M1100XS000, PO221D0GV-M11000S000, PO221D0GV-M11000M000, PO221D0GV-M1100XL000, PO221D0GV-M110XXL000",85.0,85.0,0.0,0.0
ONLEVA MAYRA LIFE SKIRT - Maxi skirt - deep depths,ONLY,"4, 6, 8, 10, 12, 14, 16, 18","ON321B17J-K110032000, ON321B17J-K110034000, ON321B17J-K110036000, ON321B17J-K110038000, ON321B17J-K110040000, ON321B17J-K110042000, ON321B17J-K110044000, ON321B17J-K110046000",30.99,30.99,0.0,0.0
VINTAGE BEACH RESORT - Button-down blouse - hibiscus navy,Superdry,"6, 8, 10, 12, 14","SU221E0II-K120006000, SU221E0II-K120008000, SU221E0II-K120010000, SU221E0II-K120012000, SU221E0II-K120014000",39.99,39.99,0.0,0.0
PATCHWORK  - Denim jacket - medium indigo,GAP,"XXS, XS, S, M, L, XL, XXL","GP021G02J-K110XXS000, GP021G02J-K1100XS000, GP021G02J-K11000S000, GP021G02J-K11000M000, GP021G02J-K11000L000, GP021G02J-K1100XL000, GP021G02J-K110XXL000",43.99,43.99,0.0,0.0
COTTON BOATNECK TOP - Basic T-shirt - canyon orange,Lauren Ralph Lauren,"XXS, XS, S, M, L, XL, XXL","L4221D09M-H140XXS000, L4221D09M-H1400XS000, L4221D09M-H14000S000, L4221D09M-H14000M000, L4221D09M-H14000L000, L4221D09M-H1400XL000, L4221D09M-H140XXL000",48.99,44.0,10.0,4.990000000000002
REG CORP LOGO  - Print T-shirt - optic white,Tommy Hilfiger,"XXS, XS, S, M, L, XL, XXL, 3XL","TO121D14R-A110XXS000, TO121D14R-A1100XS000, TO121D14R-A11000S000, TO121D14R-A11000M000, TO121D14R-A11000L000, TO121D14R-A1100XL000, TO121D14R-A110XXL000, TO121D14R-A1103XL000",39.99,39.99,0.0,0.0
Jumper dress - softseagrass,Urban Classics,"S, M, L, XL, 3XL, 4XL, 5XL","UR621C02M-M11000S000, UR621C02M-M11000M000, UR621C02M-M11000L000, UR621C02M-M1100XL000, UR621C02M-M1103XL000, UR621C02M-M1104XL000, UR621C02M-M1105XL000",55.0,55.0,0.0,0.0
BEACH CLASSICS SHORTY - Swimming shorts - anthracite,Roxy,"XS, S, M, L, XL","RO581I0AI-Q1100XS000, RO581I0AI-Q11000S000, RO581I0AI-Q11000M000, RO581I0AI-Q11000L000, RO581I0AI-Q1100XL000",26.99,26.99,0.0,0.0
SLOUCHY CROPPED - Basic T-shirt - cosmo grey marl,Superdry,"8, 10, 12, 14, 16","SU221D2MS-C110008000, SU221D2MS-C110010000, SU221D2MS-C110012000, SU221D2MS-C110014000, SU221D2MS-C110016000",19.99,19.99,0.0,0.0
Straight leg jeans - off-white,Anna Field MAMA,"6, 8, 10, 12, 14, 16, 18, 20","EX429A00G-A110034000, EX429A00G-A110036000, EX429A00G-A110038000, EX429A00G-A110040000, EX429A00G-A110042000, EX429A00G-A110044000, EX429A00G-A110046000, EX429A00G-A110048000",39.99,36.0,10.0,3.990000000000002
710™ SUPER - Jeans Skinny Fit - made to last,Levi's®,"23x28, 24x28, 24x30, 25x28, 25x30, 25x32, 26x28, 26x30, 26x32, 27x28, 27x30, 27x32, 28x28, 28x30, 28x32, 29x30, 29x32, 30x30, 30x32, 31x32","LE221N0O4-K110023028, LE221N0O4-K110024028, LE221N0O4-K110024030, LE221N0O4-K110025028, LE221N0O4-K110025030, LE221N0O4-K110025032, LE221N0O4-K110026028, LE221N0O4-K110026030, LE221N0O4-K110026032, LE221N0O4-K110027028, LE221N0O4-K110027030, LE221N0O4-K110027032, LE221N0O4-K110028028, LE221N0O4-K110028030, LE221N0O4-K110028032, LE221N0O4-K110029030, LE221N0O4-K110029032, LE221N0O4-K110030030, LE221N0O4-K110030032, LE221N0O4-K110031032",69.99,69.99,0.0,0.0
VMEASY SLIT V NECK DRESS  - Maxi dress - navy blazer,Vero Moda,"XS, S, M, L, XL, XXL, 3XL","VE121C465-K1100XS000, VE121C465-K11000S000, VE121C465-K11000M000, VE121C465-K11000L000, VE121C465-K1100XL000, VE121C465-K110XXL000, VE121C465-K1103XL000",35.99,35.99,0.0,0.0
WITH CONTRAST V-NECK  - Top - dark brown,Massimo Dutti,"S, L, XL","M3I21D0O4-O12000S000, M3I21D0O4-O12000L000, M3I21D0O4-O1200XL000",29.95,29.95,0.0,0.0
VMMIVA V-NECK - Print T-shirt - black/gold,Vero Moda,"XS, S, M, L, XL, XXL, 3XL","VE121D293-Q1100XS000, VE121D293-Q11000S000, VE121D293-Q11000M000, VE121D293-Q11000L000, VE121D293-Q1100XL000, VE121D293-Q110XXL000, VE121D293-Q1103XL000",21.99,21.99,0.0,0.0
CROPPED CREW NECK - Jumper - beige,Massimo Dutti,"XS, S","M3I21D0N0-B1100XS000, M3I21D0N0-B11000S000",59.95,59.95,0.0,0.0
Trousers - schwarz,Urban Classics,"XS, S, M, XL, XXL, 3XL, 4XL, 5XL","UR621A04J-Q1100XS000, UR621A04J-Q11000S000, UR621A04J-Q11000M000, UR621A04J-Q1100XL000, UR621A04J-Q110XXL000, UR621A04J-Q1103XL000, UR621A04J-Q1104XL000, UR621A04J-Q1105XL000",35.0,35.0,0.0,0.0
BLEND - Basic T-shirt - white,Massimo Dutti,"XS, S, M, L","M3I21D0MS-A1100XS000, M3I21D0MS-A11000S000, M3I21D0MS-A11000M000, M3I21D0MS-A11000L000",59.95,59.95,0.0,0.0
ONLMAIA PULL UP - Trousers - green bee,ONLY,"4x32, 6x32, 8x32, 10x32, 12x32, 14x32, 18x32","ON321A25O-M110032032, ON321A25O-M110034032, ON321A25O-M110036032, ON321A25O-M110038032, ON321A25O-M110040032, ON321A25O-M110042032, ON321A25O-M110046032",34.99,34.99,0.0,0.0
2 PACK - Basic T-shirt - mottled light grey/dark green,Anna Field MAMA,"XS, S, M, L, XL","EX429G02N-C1300XS000, EX429G02N-C13000S000, EX429G02N-C13000M000, EX429G02N-C13000L000, EX429G02N-C1300XL000",18.99,18.99,0.0,0.0
SHORT SLEEVE WITH DETAIL  - Basic T-shirt - grey,Massimo Dutti,"XS, S, M","M3I21D0O8-C1100XS000, M3I21D0O8-C11000S000, M3I21D0O8-C11000M000",35.95,25.95,28.0,10.000000000000004
SURF STOKED  ELASTICATED WAIST  - Tracksuit bottoms - pink,Roxy,"XS, S, M, L, XL","RO521S03V-J1200XS000, RO521S03V-J12000S000, RO521S03V-J12000M000, RO521S03V-J12000L000, RO521S03V-J1200XL000",32.0,22.4,30.0,9.600000000000001
